velocity,entropy,is_malicious
10,7.2531580222747625,10
14,6.7407956208366775,14
14,7.65993261159135,14
5,6.588391232629686,5
6,7.700100299891719,6
5,7.248817703447699,5
12,7.4937891400274665,12
7,7.870767221279038,7
10,7.081928897521325,10
3,4.154277440452751,3
4,4.242757849153756,4
4,6.077308453973108,4
10,6.864973379767477,10
4,7.30053940568036,4
8,6.900995193508221,8
9,6.528310870327185,9
1,4.973001259346127,1
4,6.311222253423379,4
2,4.546353747066098,2
10,7.636000090206519,10
5,5.740517107681997,5
11,6.6634391578484315,11
1,5.460006824274108,1
2,4.274460512193265,2
3,5.841800754280185,3
4,4.110014280800629,4
3,5.518425588520732,3
4,6.907307890422434,4
5,6.767498143531887,5
1,6.553620742146306,1
14,6.537286252659659,14
5,4.935448399255779,5
11,6.520343419936791,11
10,7.555308154938792,10
8,6.577485429877459,8
2,4.909825442702787,2
3,5.618473877126012,3
13,6.831954355261867,13
2,6.516694259337802,2
4,5.729549426542761,4
2,4.6733217155099815,2
2,6.457306953022599,2
5,4.067407924960352,5
13,6.999271409218258,13
5,6.838441633813341,5
9,7.70490601467492,9
9,7.679088467843231,9
4,7.598006563898899,4
12,7.497549480207013,12
4,6.516898615512029,4
6,7.694590195300027,6
1,4.118856476045071,1
2,5.553134930154134,2
11,7.501872358835319,11
4,6.612249703817534,4
3,4.418068222218473,3
8,6.601696243031462,8
7,6.52682358074768,7
4,5.970209993623877,4
3,5.978061766617348,3
14,6.911222108612774,14
5,6.0005927726383135,5
7,7.296731276018456,7
11,7.479714038294926,11
13,6.788563295852428,13
5,7.913570506791719,5
3,6.4892254111216054,3
1,6.593074749518911,1
12,7.852406896932424,12
9,6.8192962051811525,9
5,5.5444520617890705,5
11,6.5211866109472485,11
4,7.146189000857774,4
8,7.363896109842419,8
5,6.086401620069586,5
5,5.4945871493594165,5
2,4.541726035382,2
4,6.640478546496071,4
3,6.8338426584220695,3
1,5.356653822669422,1
6,7.777235310411131,6
2,4.039283369765001,2
14,7.948892050458717,14
1,5.444032454905971,1
3,5.363132003679882,3
8,6.689242865809178,8
8,7.479292746831788,8
14,6.909978536002448,14
1,5.379401271307961,1
5,7.8630718912229325,5
6,7.076061098103847,6
2,6.3863498823691875,2
4,6.650669450765315,4
1,6.3590350432466565,1
13,7.5920468874710645,13
3,5.000497515073432,3
3,4.24839600377538,3
2,4.197125918285057,2
13,6.915886658384896,13
2,4.171260568267945,2
1,4.60157418010101,1
2,6.913174735496103,2
4,6.398247636906937,4
5,4.385182868362376,5
8,7.454352253953025,8
14,7.781821537745303,14
5,6.900182063849098,5
5,4.97402778067018,5
2,6.614610418457129,2
13,7.423139765598734,13
11,7.4882856755726666,11
10,7.782820124668881,10
8,7.486365310339718,8
6,7.8049021055283925,6
5,6.682572623992355,5
7,6.782571345906033,7
3,4.535633986163001,3
3,5.930733085589575,3
8,7.738937049189365,8
9,7.4688830165616125,9
2,4.806980213305293,2
4,6.61029662170279,4
4,6.73734080105722,4
4,4.373988043609801,4
1,4.0551720296424,1
3,6.7767055387203285,3
5,5.461185756456808,5
3,4.254376048137409,3
12,7.570702770418002,12
2,5.139357340537689,2
12,7.732588957646642,12
1,6.320419377059801,1
1,4.654761663595193,1
4,6.857420929429393,4
5,6.11404228820994,5
4,4.125018701807153,4
9,7.9007556394626,9
3,5.538065533049526,3
5,5.05037577750019,5
5,4.230859604887628,5
2,5.192783193888383,2
1,4.2635994974345,1
10,7.288106018295653,10
3,5.205792740827727,3
1,5.8535417206036415,1
11,7.260504607026016,11
7,7.734534003561,7
2,4.42748662870454,2
3,5.019624891304199,3
3,5.64009223814221,3
6,7.633851580537468,6
5,5.786155051960131,5
2,6.866004059511785,2
5,5.557179372724811,5
2,4.883397278625753,2
13,6.925443264047931,13
5,6.396349707320996,5
4,6.294429402708986,4
10,6.901222455570817,10
10,7.541475673850996,10
3,6.453502648525065,3
9,6.718008505532876,9
13,7.8977839023875696,13
2,6.004255409711939,2
4,7.108563446631988,4
5,4.804190922468629,5
13,6.5123135144962445,13
10,7.4183012018769166,10
1,5.850780755127227,1
12,7.54274055348062,12
13,6.670784070424798,13
2,4.054697748029085,2
14,7.324859010968052,14
5,5.190769828604788,5
7,6.867596865347305,7
11,7.146753910785119,11
4,7.423000191869594,4
5,4.717540312647777,5
2,5.152979941479045,2
9,7.93343525091584,9
6,7.896678357373927,6
10,7.142916912129783,10
6,7.269851440619912,6
9,6.6508007343377,9
11,7.659133651681967,11
1,6.605403927693739,1
11,7.073720232074358,11
13,7.2927717670344165,13
5,5.197947747427925,5
8,7.583953552606402,8
1,4.698878424260902,1
5,4.778270300293878,5
1,6.09226080174052,1
13,7.238365583513194,13
5,5.011009529293859,5
2,4.812234019430662,2
10,7.906679572451438,10
4,6.655911317032373,4
5,6.519583908600161,5
5,5.127664855437308,5
3,4.650219400272327,3
5,4.684239315846797,5
4,4.0329874859754415,4
9,6.611895460112791,9
8,6.566468722513512,8
5,5.849950943562214,5
11,7.8068308607480645,11
6,6.585443595653174,6
6,7.974313356778193,6
1,4.20827152823828,1
12,6.993770025838561,12
3,6.927621264730162,3
8,7.657099317750505,8
4,4.2028376907766445,4
13,7.0473236188610215,13
5,6.268489986685738,5
6,6.7076802869264025,6
3,6.94355853408227,3
4,6.801625052583715,4
6,7.740104394780669,6
4,7.547427598395941,4
10,7.700463179501537,10
9,7.592069777555217,9
9,7.076319309688736,9
9,6.514687255269196,9
5,6.6373549226864945,5
4,7.496995217862864,4
5,4.1744913865164275,5
7,7.9759120918573325,7
4,7.016254390274829,4
4,6.809817076884885,4
1,4.2357354914650625,1
5,6.635889959065474,5
13,6.528334404635318,13
1,4.647025457193152,1
2,5.699213920890692,2
5,6.616114608149344,5
2,6.727097561996922,2
2,5.963533642843405,2
11,7.399473970981566,11
7,6.636259139402064,7
5,5.208940536295485,5
2,5.711829239916489,2
8,6.564971915111648,8
2,4.312328948152499,2
4,6.355049631511171,4
12,6.759328222716625,12
12,7.084793743265025,12
4,7.825112211946691,4
4,4.039005770532208,4
2,6.496402533873226,2
4,6.633922961335209,4
1,5.077700108199297,1
2,5.463562131779087,2
6,7.631243011925913,6
1,5.25631157467622,1
1,6.157137715552737,1
5,5.212956304312876,5
3,6.504790710397897,3
5,7.689645526886301,5
5,6.0026496978744115,5
9,6.932727003410046,9
4,7.041207507426829,4
1,4.690026511863109,1
11,7.211717416972453,11
4,5.080409222414557,4
11,7.312310824314487,11
9,7.709349650183066,9
11,7.240166873073408,11
7,7.12563838260302,7
4,7.607312189832292,4
3,5.064988917495812,3
5,4.192626811225402,5
3,4.914037417294122,3
3,5.862746553302431,3
6,7.754134137245633,6
5,4.180427027802356,5
6,7.112191158879581,6
7,7.644249973399634,7
3,5.735160751019228,3
2,6.125088930145104,2
5,7.522508285295218,5
8,6.901685883061138,8
4,6.615530583235696,4
8,7.0334317041693994,8
4,4.822165662061618,4
2,6.339536185453431,2
4,7.360800993624006,4
2,5.896792863758591,2
1,4.82264560704601,1
4,6.8453599208864695,4
8,7.234462954265895,8
9,6.60531426205668,9
5,6.081046677344466,5
11,6.811843346523461,11
4,6.417977649325474,4
5,6.914185282124919,5
1,6.609689086186385,1
5,7.873709505208648,5
12,7.975829883776367,12
5,5.736026225717181,5
6,7.430071155789589,6
5,6.889345334767522,5
14,7.301806227115994,14
4,4.478634040339565,4
12,7.378470184360603,12
5,4.695841288347927,5
6,7.549794826139463,6
4,5.6625340075473805,4
3,5.899454126782067,3
2,6.147474894046265,2
1,5.196468342690702,1
8,7.024321564281479,8
3,6.70528597640627,3
14,7.271744555766983,14
3,4.013896069013809,3
6,7.16255666960742,6
1,4.066370654586992,1
3,4.394703055381779,3
4,5.312809372166176,4
4,7.47607593758834,4
6,7.591390606940603,6
1,5.701048782960004,1
6,7.615073324940314,6
9,7.952092723051897,9
1,5.2785439067079185,1
5,5.264071006831211,5
5,5.491524292025282,5
7,7.546947560048733,7
4,6.9644636761721355,4
4,6.858126152869227,4
5,4.386609602420336,5
5,4.498850106268238,5
2,5.355303036211687,2
5,5.259181950778367,5
1,4.975570192674085,1
1,4.398147262129181,1
6,7.651477359854087,6
11,7.363122390330105,11
1,6.606714953436155,1
4,4.746142817762889,4
5,6.927595767457394,5
3,5.390482131401717,3
3,5.8201451391485675,3
13,7.857879047835346,13
1,6.532511346907592,1
3,5.212420964953099,3
5,5.197008111610391,5
5,6.929946668393702,5
8,7.765444698397504,8
4,6.274789587787067,4
9,7.663584365346367,9
1,5.346080867867592,1
9,7.04515387641564,9
9,6.533190315959842,9
5,6.888976011576984,5
1,6.452330685215323,1
2,5.113116288953808,2
3,4.053621804200241,3
8,7.976489880155192,8
9,7.483044689783673,9
3,4.7893377097325285,3
2,4.216595226937527,2
5,7.761770183444037,5
4,6.34715645217482,4
11,7.936601287206422,11
2,4.219587771305331,2
8,7.329803876509646,8
5,4.351924566887184,5
5,7.190138439087452,5
5,4.92186989477886,5
13,7.308716867795214,13
2,5.818758813252932,2
4,7.684005153010249,4
1,6.404611335648969,1
2,6.768271571540183,2
13,7.6125855487458445,13
1,6.781002903772886,1
4,5.749124682909077,4
4,6.759566849238281,4
5,4.999005739174594,5
11,7.188214085939113,11
5,7.78063772318519,5
4,5.6506796264687855,4
3,4.4905716177550685,3
7,6.708388364361161,7
4,6.554274873235287,4
6,6.8713217076228315,6
3,6.904580283744165,3
9,6.59234322152545,9
1,6.228119563599943,1
1,5.188726056707976,1
11,6.673461780406745,11
5,6.1217159029401955,5
7,7.898209662998958,7
3,4.539049326610726,3
1,6.850712061462407,1
5,5.9092907486309105,5
7,7.726134563184694,7
6,7.737454200746729,6
7,6.983426089150348,7
2,5.5770705469080575,2
7,7.908116119335512,7
14,6.623660419515821,14
4,6.791785643931749,4
1,6.803308080416543,1
4,7.079951872318278,4
13,7.806188617623074,13
11,6.813221129883395,11
3,5.958238323555625,3
11,7.519174811375656,11
6,7.030696123056813,6
4,7.57069662028527,4
9,7.441191683703533,9
1,5.1418698804297405,1
2,4.948468314930252,2
4,5.678920993924653,4
4,6.586043446817868,4
2,4.397574018225545,2
2,6.522614738277768,2
1,6.963356560644662,1
11,7.841044283156096,11
6,7.535466563040741,6
4,5.37834030521796,4
4,4.033093793285942,4
2,6.417776200352863,2
3,5.847589564546913,3
8,7.098348825937206,8
4,4.69501510415033,4
3,6.084853266707385,3
14,7.07872864630855,14
4,6.329790558375225,4
8,6.994393949189779,8
14,6.507863943989152,14
8,7.935980522394565,8
14,7.584445542683524,14
3,4.115279046886975,3
2,4.619263815281809,2
7,7.048992692073493,7
1,4.144636116581668,1
12,7.342918873759314,12
5,5.2756405134077005,5
3,6.230524768874823,3
1,5.4890987416037085,1
1,4.059131613263093,1
8,6.557689394578473,8
13,7.094793055838281,13
14,6.711406107925211,14
5,6.478202890757585,5
3,5.228002018945129,3
2,6.392278064820784,2
1,4.140897900325165,1
8,6.897903201285646,8
10,7.853532022495868,10
1,4.623658765438082,1
6,6.88515016501814,6
10,6.9340967439552355,10
3,4.716331437304907,3
12,7.47288315361179,12
2,5.745914205743196,2
7,6.543171250194991,7
4,6.833564276650014,4
11,6.664277186211146,11
1,6.700055925544316,1
10,7.337947423013105,10
5,7.273413367018383,5
11,7.9401556811990535,11
5,4.1840488813320045,5
14,7.134478991059922,14
7,6.963754918026012,7
4,7.690567067365667,4
4,6.8953560893081365,4
1,6.612907371238257,1
4,6.984598951509302,4
7,6.608160711799982,7
12,7.397962952581806,12
3,4.23825810696696,3
6,6.609676025410804,6
3,4.685364223993896,3
1,6.888780625712739,1
5,6.049744084868937,5
13,7.688160183540261,13
7,7.106313158996469,7
13,6.927549709585565,13
11,6.796417386444086,11
6,7.771048821328869,6
8,6.857414798180164,8
4,5.0053565627774255,4
4,6.953206542110657,4
5,6.951036775790241,5
5,6.599903769092056,5
3,4.2045169281564805,3
5,6.453901072357187,5
5,5.43981650415137,5
5,5.464723411065334,5
3,5.290917684698388,3
5,6.521284540186686,5
2,5.991413582865415,2
4,5.952632107141582,4
4,5.9763501001321515,4
1,5.195989083316939,1
2,6.973767981106565,2
14,7.386967131886368,14
4,4.073202344669614,4
5,6.585609785181798,5
5,4.081287977510451,5
6,6.765459729378072,6
2,6.004638395665049,2
8,7.24053198039903,8
8,7.308934170207797,8
12,7.045686612879897,12
5,6.676254066820704,5
13,7.088798205743192,13
4,7.593310263075319,4
4,7.673282008087764,4
5,7.64200782824834,5
2,6.694162868322142,2
8,7.028539315764744,8
3,6.197716291630751,3
10,7.3338251190547075,10
7,7.495850069525158,7
12,7.553349752504152,12
10,6.502948360124224,10
1,6.973505878410929,1
13,6.937046186806312,13
6,7.945970292569637,6
8,6.834522916767679,8
11,7.377874164178413,11
11,7.186860835991186,11
11,7.696188110813649,11
10,6.846620988970975,10
1,5.973535913809108,1
8,7.932737401835124,8
2,4.2565255925634045,2
10,6.5927806400003615,10
13,6.732764348105979,13
7,7.802631972123798,7
8,7.268167774591732,8
1,5.5988733596540055,1
4,4.909385067835986,4
14,7.324180095894702,14
9,7.347458704665393,9
5,6.692519391346842,5
13,6.809594488803733,13
4,5.985517569548136,4
1,6.401760097327249,1
12,6.751198074293846,12
4,4.099609326374099,4
3,6.604813841539776,3
3,6.2008431416842065,3
4,5.485439581041923,4
2,6.811685461709353,2
4,6.7949200979708655,4
9,7.183339892843416,9
2,4.819778580994628,2
4,6.4090776934979905,4
1,6.808636738731069,1
5,5.354161072989026,5
9,7.693864278479689,9
1,5.06386647292233,1
3,5.1909445512228505,3
12,6.8290947310272925,12
1,4.617523630110305,1
2,4.51503785754491,2
3,4.520573544959526,3
5,6.858058886866984,5
9,7.159401625337999,9
3,4.544306305269392,3
13,7.622988855560841,13
7,7.336326262430079,7
9,7.653071827865765,9
14,7.527045393955032,14
8,6.902480138339304,8
4,6.5444384878875015,4
4,6.2808694693664044,4
13,6.981430115175387,13
5,5.183428835710106,5
8,7.3810488335726845,8
14,7.449766908001866,14
5,4.816921979558106,5
7,7.448110471652353,7
4,6.571315298342078,4
4,5.240647304576054,4
7,7.717351495688612,7
11,7.103163685927997,11
11,7.930931339702942,11
6,7.1153471532145165,6
1,6.6044267631325155,1
10,7.201403405771832,10
2,4.490871463575008,2
3,4.364154818267287,3
10,7.412124719170071,10
4,5.623799736028331,4
2,5.177480669220055,2
4,6.7370900368500735,4
5,5.441520841773487,5
7,6.841016659933678,7
3,6.294649784626385,3
6,6.597228391252461,6
14,6.71750481019055,14
4,4.353253248670423,4
2,4.445029602886267,2
6,7.022378585109488,6
11,7.875126489622885,11
7,6.868532929441453,7
11,6.635259399771029,11
12,7.469657097496021,12
5,6.068580253094684,5
3,4.502857648864953,3
6,7.941807776848209,6
8,7.046969815151624,8
10,7.3774034671520035,10
11,6.941117268786376,11
10,6.765446895228076,10
13,7.671506139835228,13
1,6.068394907411797,1
9,6.9802774642595065,9
5,5.352518114212396,5
3,4.625531543072007,3
8,6.6753838829252645,8
3,5.858763864693489,3
6,6.61392961125615,6
3,6.6940916468499605,3
5,6.823699107236933,5
13,7.1025176039059295,13
2,5.9229162320359965,2
12,6.513376934237352,12
8,7.109697980650471,8
8,7.659964566876479,8
1,5.995110023638766,1
10,7.097329483495155,10
9,7.750409594677739,9
2,4.070915758139009,2
13,7.843601000547631,13
5,7.7585150416574455,5
6,6.9229223203972055,6
2,6.447499374971853,2
5,6.428548224174634,5
8,6.863121424965993,8
9,7.7551022926101965,9
3,5.2642736517774935,3
14,7.4168987760537295,14
5,7.6549409444501855,5
8,6.500199345646639,8
8,7.0284034290756185,8
4,5.922478944070619,4
1,4.726135047587582,1
1,6.99009056155893,1
1,4.243138647722944,1
2,6.866571087864804,2
1,4.60045073273443,1
3,4.70082325314973,3
7,6.73604854856121,7
1,5.278250151671115,1
4,4.418953764268939,4
12,7.142351039608963,12
5,4.741309702030439,5
2,6.796084316530052,2
7,7.557203420887797,7
4,7.863535118075204,4
14,6.650031888378676,14
8,7.364984386440991,8
3,5.233085409420115,3
1,4.180802170868683,1
4,4.710611676923446,4
4,5.252742327354785,4
14,6.794838606843198,14
11,7.526554725061217,11
4,6.783256849585639,4
4,7.788379910078689,4
10,7.8436902147938365,10
2,4.801084810508264,2
7,7.560267725697987,7
2,5.686890447633729,2
9,7.177833723325286,9
6,7.142049780973264,6
2,5.810345780144134,2
9,6.822147751379194,9
2,5.8978656794018445,2
8,6.897472007831391,8
10,6.594729392980759,10
13,7.166376284291478,13
12,6.884659369279393,12
2,4.457617128742784,2
2,5.002731672450882,2
5,4.545784391485814,5
4,4.9562575087962095,4
5,5.600807640180635,5
4,6.041497906224139,4
13,7.408134089071439,13
1,6.209206045196922,1
5,4.0737607493764045,5
2,4.0226886249344265,2
4,4.817872002200601,4
2,6.652619390045223,2
5,7.673851453515175,5
9,7.668153415513135,9
14,6.905625952226443,14
8,6.958486031629467,8
5,7.167915287283297,5
4,5.506585030993728,4
1,6.775744952246997,1
2,5.30837958740595,2
14,7.901694187320609,14
14,7.3058338525443896,14
7,7.739303278059824,7
7,7.917528905462542,7
8,7.563734634423225,8
4,7.628207884261421,4
11,7.468116450801253,11
8,7.747213615197621,8
6,6.650801789291947,6
6,6.665038074235489,6
5,4.521685747658462,5
5,7.13284997388094,5
4,6.212746904766675,4
1,4.225413345207427,1
10,7.6380057175193095,10
10,7.412839739621761,10
3,6.360710158765885,3
6,7.655334941789825,6
13,7.140567683270015,13
6,7.966205152457334,6
1,6.6041700703223505,1
3,4.029312542257551,3
1,6.070014672461998,1
4,4.101837935757397,4
2,6.474042897775448,2
5,4.319794759401315,5
12,6.999065731837313,12
5,7.250448277173303,5
8,7.4986837272077675,8
3,4.648114547528799,3
13,7.096252458296303,13
5,6.883210952408366,5
2,6.773188586129591,2
3,5.8329429665529755,3
4,7.120783031056824,4
3,4.556576547109364,3
14,7.817408883346102,14
11,7.367079886911209,11
12,7.06884545701572,12
8,6.978080471716059,8
3,6.312765533932156,3
2,6.751940726386728,2
5,7.201897431045891,5
5,5.619871390841679,5
4,7.2308447798762545,4
3,6.064404118259627,3
5,7.21794009676972,5
8,6.6987267793353675,8
3,6.7928460865209335,3
2,5.256776348513643,2
5,4.902890700840449,5
4,7.0295648444880525,4
1,4.26737329634805,1
14,7.402810977277639,14
5,4.981099484689716,5
10,6.8911288694747865,10
4,4.60280106597717,4
14,6.517912612828639,14
4,7.173051226977939,4
8,6.651723626818383,8
1,5.871687508874915,1
5,5.4280543881062995,5
5,7.755669561053977,5
5,5.010687375313321,5
1,4.017275981494365,1
12,7.486250412095746,12
10,7.22297353633666,10
2,6.210621234832546,2
1,4.892047022117652,1
2,5.790528546750668,2
1,5.785233792100764,1
5,4.079596611621459,5
14,7.9312122073790965,14
1,5.395616836851154,1
4,7.139388012839869,4
2,5.910009046501622,2
1,4.933923097468011,1
7,6.884121839100613,7
9,6.505653485534703,9
8,7.380794878860409,8
10,7.737022373307564,10
7,7.3180064720634475,7
14,7.706110798239998,14
12,6.813751200954014,12
7,7.633009190763474,7
4,4.361700657331836,4
6,7.817518203901539,6
7,7.063166210607444,7
11,7.4865687089889965,11
3,6.107394911632312,3
4,7.828101481370579,4
5,6.762543543447061,5
14,7.967165294315047,14
3,6.567089404318857,3
6,7.334829562673606,6
4,6.803101044307045,4
11,7.554679572985799,11
3,5.0390379830978835,3
9,7.726262284901001,9
1,4.4093192576702,1
13,7.098700530649327,13
4,7.708833610428342,4
12,7.280962650008108,12
14,7.9783610658092705,14
1,6.2830837075060835,1
2,5.809456328399165,2
12,6.602131237066968,12
6,7.505838092447959,6
7,7.386585988982565,7
6,6.506457639082457,6
10,7.815909327431215,10
4,4.879443190783039,4
5,5.35731854839808,5
7,7.240923916744219,7
1,5.46653974077076,1
11,7.576044007190777,11
11,7.647512302596641,11
4,7.104064502482713,4
1,5.4951033182184394,1
2,4.531449368342158,2
11,6.569340824620853,11
5,5.894680660277562,5
2,4.916572931974071,2
13,7.539759942271514,13
4,5.648588607685051,4
5,5.304482015811239,5
3,6.678015133230924,3
9,7.052221475265128,9
5,6.258149918672924,5
8,7.543605935444434,8
1,6.249881411197533,1
2,5.788809635446159,2
6,7.859271119575205,6
1,5.778852554304782,1
6,6.778122163606678,6
12,7.26220837637039,12
6,7.128779247444768,6
8,7.461273215967022,8
6,7.43641358054793,6
1,5.854467202954357,1
1,5.821282108266342,1
4,5.777050985780087,4
4,4.3031374330319405,4
2,5.297493634990396,2
